Steps (m),MeanDistance (d),Square root of Steps (m),Log (m),Log (d)
5790,67.67939187,76.09204952,12.49934763,6.0806447
5792,67.74832473,76.10519036,12.49984589,6.082113367
5794,67.98249522,76.11832894,12.50034397,6.08709141
5796,66.18622047,76.13146524,12.50084188,6.048458984
5798,66.90435124,76.14459928,12.50133962,6.064028137
5800,65.60982073,76.15773106,12.50183718,6.035839874
5802,67.81214803,76.17086057,12.50233458,6.083471839
5804,67.26382059,76.18398782,12.5028318,6.071758821
5806,67.79761207,76.19711281,12.50332886,6.083162555
5808,65.31011771,76.21023553,12.50382574,6.029234603
5810,67.88324481,76.223356,12.50432245,6.084983622
5812,67.52231531,76.23647421,12.50481899,6.077292469
5814,68.66335707,76.24959016,12.50531536,6.10146849
5816,67.29134378,76.26270386,12.50581155,6.072349026
5818,65.37708645,76.2758153,12.50630758,6.030713179
5820,66.83816313,76.28892449,12.50680344,6.06260018
5822,67.12223808,76.30203143,12.50729912,6.068718916
5824,66.86631633,76.31513611,12.50779464,6.063207736
5826,68.20042898,76.32823855,12.50828999,6.091708909
5828,68.87204468,76.34133874,12.50878516,6.105846603
5830,67.92822208,76.35443668,12.50928017,6.085939189
5832,67.31088157,76.36753237,12.509775,6.072767847
5834,65.20527219,76.38062582,12.51026967,6.026916714
5836,68.90901102,76.39371702,12.51076417,6.106620747
5838,68.281066,76.40680598,12.5112585,6.093413677
5840,67.90095051,76.4198927,12.51175265,6.085359865
5842,69.69056611,76.43297718,12.51224664,6.122891469
5844,66.95298836,76.44605941,12.51274046,6.065076545
5846,67.01358122,76.45913941,12.51323411,6.066381602
5848,67.93691172,76.47221718,12.5137276,6.086123732
5850,66.52317306,76.4852927,12.51422091,6.05578508
5852,65.87375393,76.498366,12.51471405,6.041631862
5854,67.46971525,76.51143705,12.51520703,6.076168168
5856,66.90920316,76.52450588,12.51569984,6.064132758
5858,65.84144868,76.53757247,12.51619248,6.040924174
5860,67.31741604,76.55063684,12.51668495,6.072907895
5862,69.41480902,76.56369897,12.51717725,6.117171576
5864,67.74368187,76.57675888,12.51766939,6.082014494
5866,68.6917025,76.58981656,12.51816136,6.102063937
5868,65.47677027,76.60287201,12.51865316,6.032911256
5870,68.72472986,76.61592524,12.51914479,6.102757426
5872,68.15720642,76.62897624,12.51963625,6.0907943
5874,67.96361039,76.64202503,12.52012755,6.086690589
5876,65.83827159,76.65507159,12.52061868,6.040854557
5878,67.88367242,76.66811593,12.52110964,6.08499271
5880,67.44302837,76.68115805,12.52160044,6.075597413
5882,68.74017922,76.69419796,12.52209107,6.103081708
5884,67.2945913,76.70723564,12.52258153,6.07241865
5886,66.4770919,76.72027112,12.52307183,6.054785366
5888,69.15101888,76.73330437,12.52356196,6.111678603
5890,67.12064326,76.74633542,12.52405192,6.068684637
5892,68.71237766,76.75936425,12.52454172,6.102498101
5894,67.83264173,76.77239087,12.52503135,6.083907774
5896,69.25497463,76.78541528,12.52552081,6.113845799
5898,69.71616798,76.79843748,12.52601011,6.123421367
5900,68.95113534,76.81145748,12.52649924,6.107502402
5902,66.95446893,76.82447527,12.52698821,6.065108447
5904,66.09899592,76.83749085,12.52747701,6.046556451
5906,68.17970962,76.85050423,12.52796564,6.09127055
5908,69.08036921,76.8635154,12.52845411,6.110203889
5910,67.23667901,76.87652438,12.52894242,6.071176563
5912,68.34378577,76.88953115,12.52943055,6.09473826
5914,68.67749021,76.90253572,12.52991853,6.101765413
5916,68.5234479,76.91553809,12.53040634,6.09852584
5918,69.19431048,76.92853827,12.53089398,6.112581512
5920,68.88075278,76.94153625,12.53138146,6.106029005
5922,67.91525523,76.95453203,12.53186878,6.085663766
5924,69.94133904,76.96752562,12.53235593,6.128073512
5926,68.99766094,76.98051702,12.53284291,6.10847555
5928,67.01259131,76.99350622,12.53332973,6.066360291
5930,68.65242891,77.00649323,12.53381639,6.101238858
5932,66.74873819,77.01947806,12.53430288,6.060668659
5934,67.3929263,77.03246069,12.53478921,6.074525266
5936,68.12053432,77.04544114,12.53527538,6.090017846
5938,67.29629521,77.0584194,12.53576138,6.072455179
5940,67.78609099,77.07139547,12.53624722,6.082917372
5942,68.96954196,77.08436936,12.53673289,6.10788748
5944,68.84165748,77.09734107,12.5372184,6.105209928
5946,67.34436644,77.11031059,12.53770375,6.07348536
5948,67.06048246,77.12327794,12.53818893,6.067390957
5950,67.36829983,77.1362431,12.53867395,6.073997985
5952,68.69759223,77.14920609,12.53915881,6.10218763
5954,69.26306637,77.1621669,12.53964351,6.114014354
5956,66.96118533,77.17512553,12.54012804,6.065253161
5958,69.16620952,77.18808198,12.54061241,6.11199549
5960,67.31813612,77.20103626,12.54109662,6.072923327
5962,67.21157234,77.21398837,12.54158066,6.070637749
5964,68.25801913,77.22693831,12.54206454,6.092926642
5966,68.27820044,77.23988607,12.54254826,6.09335313
5968,68.78069831,77.25283166,12.54303182,6.103931858
5970,68.7304592,77.26577509,12.54351522,6.102877693
5972,67.07788815,77.27871635,12.54399845,6.067765363
5974,68.5687881,77.29165544,12.54448152,6.099480119
5976,69.79585667,77.30459236,12.54496443,6.12506949
5978,70.29677603,77.31752712,12.54544718,6.13538662
5980,67.67236434,77.33045972,12.54592977,6.080494889
5982,67.3249945,77.34339015,12.5464122,6.073070302
5984,68.28896253,77.35631842,12.54689446,6.093580511
5986,71.41122516,77.36924454,12.54737656,6.158078965
5988,67.89670402,77.38216849,12.54785851,6.085269637
5990,67.6978249,77.39509028,12.54834029,6.081037576
5992,69.17592548,77.40800992,12.54882191,6.112198135
5994,70.05267272,77.4209274,12.54930337,6.13036819
5996,68.26112693,77.43384273,12.54978467,6.092992327
5998,67.27950595,77.4467559,12.55026581,6.072095206
6000,69.70615666,77.45966692,12.55074679,6.12321418
6002,68.41803571,77.47257579,12.5512276,6.09630478
6004,69.30056838,77.48548251,12.55170826,6.11479528
6006,68.52719937,77.49838708,12.55218876,6.098604822
6008,70.1830687,77.5112895,12.5526691,6.133051125
6010,70.78863027,77.52418977,12.55314928,6.145445755
6012,67.89702769,77.5370879,12.55362929,6.085276514
6014,68.71676254,77.54998388,12.55410915,6.102590163
6016,67.8368186,77.56287772,12.55458885,6.083996607
6018,68.99305209,77.57576941,12.55506839,6.108379178
6020,68.00847256,77.58865897,12.55554777,6.087642585
6022,67.72215654,77.60154638,12.55602699,6.08155601
6024,67.52299753,77.61443165,12.55650605,6.077307046
6026,68.65121792,77.62731478,12.55698496,6.10121341
6028,69.13417131,77.64019578,12.5574637,6.11132707
6030,66.67486185,77.65307463,12.55794229,6.059071025
6032,68.32091587,77.66595136,12.55842071,6.09425541
6034,68.54901585,77.67882594,12.55889898,6.099064048
6036,67.17714221,77.6916984,12.55937709,6.069898518
6038,67.60620561,77.70456872,12.55985504,6.079083773
6040,64.8411034,77.71743691,12.56033283,6.018836736
6042,68.81708311,77.73030297,12.56081047,6.104694838
6044,69.15367893,77.7431669,12.56128795,6.111734099
6046,69.31936924,77.75602871,12.56176526,6.115186622
6048,69.19453131,77.76888838,12.56224242,6.112586116
6050,70.91332515,77.78174593,12.56271943,6.147984841
6052,68.45590802,77.79460136,12.56319627,6.097103152
6054,68.74136491,77.80745466,12.56367296,6.103106593
6056,70.83368939,77.82030583,12.56414949,6.146363782
6058,70.76079577,77.83315489,12.56462586,6.144878367
6060,69.38767013,77.84600182,12.56510208,6.11660742
6062,69.49200189,77.85884664,12.56557814,6.118775037
6064,69.41372697,77.87168934,12.56605404,6.117149087
6066,69.06317678,77.88452991,12.56652978,6.109844792
6068,69.31922794,77.89736838,12.56700537,6.115183681
6070,71.11633899,77.91020472,12.5674808,6.152109152
6072,68.95050134,77.92303896,12.56795608,6.107489136
6074,69.6855999,77.93587107,12.56843119,6.122788658
6076,69.70669255,77.94870108,12.56890615,6.123225271
6078,68.99802295,77.96152897,12.56938096,6.108483119
6080,68.21398267,77.97435476,12.56985561,6.091995592
6082,70.37058071,77.98717843,12.5703301,6.136900513
6084,69.67718675,78,12.57080444,6.12261447
6086,69.5979788,78.01281946,12.57127862,6.120973504
6088,68.63117689,78.02563681,12.57175264,6.100792189
6090,67.84989794,78.03845206,12.57222651,6.08427474
6092,70.78858178,78.0512652,12.57270023,6.145444767
6094,71.0573412,78.06407625,12.57317378,6.150911802
6096,67.6242063,78.07688518,12.57364719,6.079467851
6098,69.30953694,78.08969202,12.57412044,6.114981975
6100,70.9793806,78.10249676,12.57459353,6.14932808
6102,68.26091142,78.1152994,12.57506646,6.092987772
6104,71.01506455,78.12809994,12.57553925,6.150053193
6106,69.51336009,78.14089838,12.57601187,6.119218377
6108,68.37272442,78.15369473,12.57648435,6.095349008
6110,70.40843989,78.16648898,12.57695666,6.137676471
6112,69.46337522,78.17928114,12.57742883,6.118180608
6114,66.52942586,78.19207121,12.57790084,6.055920678
6116,68.0430037,78.20485918,12.57837269,6.088374924
6118,69.79129535,78.21764507,12.57884439,6.124975204
6120,70.39499672,78.23042886,12.57931594,6.137400989
6122,67.54085627,78.24321057,12.57978733,6.077688565
6124,66.77233885,78.25599019,12.58025857,6.06117867
6126,68.81520888,78.26876772,12.58072965,6.104655546
6128,70.85742528,78.28154316,12.58120058,6.146847139
6130,69.14387004,78.29431652,12.58167136,6.11152945
6132,68.58864378,78.3070878,12.58214198,6.099897824
6134,70.37902265,78.319857,12.58261245,6.137073574
6136,69.48115388,78.33262411,12.58308277,6.118549808
6138,69.52924939,78.34538914,12.58355293,6.11954811
6140,70.83561555,78.3581521,12.58402294,6.146403013
6142,67.70791467,78.37091297,12.5844928,6.081252581
6144,70.20543767,78.38367177,12.5849625,6.133510872
6146,69.23342049,78.39642849,12.58543205,6.113396721
6148,67.96496164,78.40918314,12.58590145,6.086719272
6150,70.98619546,78.42193571,12.5863707,6.149466589
6152,69.14044649,78.4346862,12.58683979,6.111458015
6154,70.14572677,78.44743463,12.58730873,6.132283313
6156,67.54866693,78.46018098,12.58777752,6.077855393
6158,68.28445731,78.47292527,12.58824615,6.093485329
6160,71.28308004,78.48566748,12.58871464,6.15548777
6162,68.57557113,78.49840763,12.58918297,6.099622827
6164,71.92488316,78.51114571,12.58965115,6.168419067
6166,71.0564123,78.52388172,12.59011917,6.150892942
6168,69.68149022,78.53661566,12.59058705,6.122703573
6170,67.44007385,78.54934755,12.59105477,6.075534211
6172,70.58546441,78.56207737,12.59152235,6.141299216
6174,71.3566455,78.57480512,12.59198977,6.15697589
6176,70.37720409,78.58753082,12.59245704,6.137036295
6178,68.5197057,78.60025445,12.59292416,6.09844705
6180,70.6324585,78.61297603,12.59339112,6.142259408
6182,70.45180388,78.62569555,12.59385794,6.138564741
6184,70.2580791,78.63841301,12.5943246,6.134592228
6186,70.44515426,78.65112841,12.59479112,6.138428566
6188,69.28554137,78.66384176,12.59525748,6.114482414
6190,69.60188674,78.67655305,12.59572369,6.12105451
6192,68.09047478,78.68926229,12.59618976,6.089381088
6194,71.27691789,78.70196948,12.59665567,6.155363049
6196,70.71063002,78.71467462,12.59712143,6.143855208
6198,69.01703404,78.7273777,12.59758704,6.108880571
6200,69.50884385,78.74007874,12.5980525,6.119124643
6202,68.52155743,78.75277773,12.59851781,6.098486038
6204,69.71944847,78.76547467,12.59898297,6.123489252
6206,71.27121418,78.77816956,12.59944798,6.155247597
6208,67.7619774,78.79086241,12.59991284,6.08240407
6210,69.39315017,78.80355322,12.60037755,6.116721356
6212,69.77836261,78.81624198,12.60084211,6.124707839
6214,70.14361067,78.8289287,12.60130653,6.132239791
6216,70.32959554,78.84161338,12.60177079,6.136060015
6218,68.99065582,78.85429601,12.6022349,6.10832907
6220,71.08306932,78.86697661,12.60269887,6.151434072
6222,71.14224053,78.87965517,12.60316268,6.152634506
6224,70.97461534,78.89233169,12.60362634,6.14923122
6226,68.23474643,78.90500618,12.60408986,6.092434669
6228,69.21434182,78.91767863,12.60455323,6.112999103
6230,69.95502446,78.93034904,12.60501645,6.128355776
6232,69.53836457,78.94301742,12.60547952,6.119737232
6234,70.10453311,78.95568377,12.60594244,6.13143583
6236,69.71834617,78.96834809,12.60640521,6.123466442
6238,70.63760617,78.98101038,12.60686784,6.142364547
6240,69.53654149,78.99367063,12.60733031,6.119699409
6242,68.74640788,79.00632886,12.60779264,6.103212427
6244,69.00928365,79.01898506,12.60825482,6.108718552
6246,69.80036694,79.03163923,12.60871685,6.125162716
6248,69.85258653,79.04429138,12.60917874,6.126241632
6250,70.73443635,79.0569415,12.60964047,6.144340842
6252,68.69683491,79.0695896,12.61010206,6.102171726
6254,69.70154509,79.08223568,12.6105635,6.123118732
6256,71.33179859,79.09487973,12.6110248,6.156473446
6258,72.08868588,79.10752177,12.61148594,6.171700945
6260,69.8783041,79.12016178,12.61194694,6.12677269
6262,72.312284,79.13279977,12.61240779,6.17616884
6264,71.90304425,79.14543575,12.6128685,6.167980948
6266,69.88685681,79.15806971,12.61332905,6.126949257
6268,69.36474072,79.17070165,12.61378946,6.116130598
6270,70.80936385,79.18333158,12.61424973,6.14586825
6272,69.81116212,79.19595949,12.61470984,6.125385823
6274,68.03449104,79.20858539,12.61516981,6.088194421
6276,68.26527034,79.22120928,12.61562964,6.093079895
6278,68.91140295,79.23383116,12.61608931,6.106670824
6280,70.11253571,79.24645102,12.61654884,6.131600508
6282,71.24836018,79.25906888,12.61700823,6.154784905
6284,71.64279827,79.27168473,12.61746747,6.162749783
6286,69.81006198,79.28429857,12.61792656,6.125363087
6288,68.7345909,79.29691041,12.6183855,6.102964418
6290,68.86016883,79.30952024,12.6188443,6.105597813
6292,69.50831373,79.32212806,12.61930296,6.119113641
6294,72.27374225,79.33473388,12.61976146,6.175399692
6296,72.54213113,79.3473377,12.62021983,6.180747224
6298,70.4036453,79.35993952,12.62067804,6.137578224
6300,72.33373678,79.37253933,12.62113611,6.176596778
6302,72.29020848,79.38513715,12.62159404,6.175728346
6304,69.79869037,79.39773297,12.62205182,6.125128062
6306,71.26732475,79.41032678,12.62250945,6.155168864
6308,68.92247265,79.42291861,12.62296694,6.106902555
6310,70.43985042,79.43550843,12.62342429,6.13831994
6312,69.44662079,79.44809626,12.62388149,6.117832591
6314,70.52954956,79.4606821,12.62433855,6.140155921
6316,69.6454343,79.47326595,12.62479546,6.121956873
6318,72.50440753,79.4858478,12.62525222,6.179996794
6320,71.43142442,79.49842766,12.62570884,6.158486985
6322,72.62271976,79.51100553,12.62616532,6.182349056
6324,70.93338041,79.52358141,12.62662165,6.148392797
6326,70.61342842,79.5361553,12.62707784,6.141870659
6328,73.33313496,79.54872721,12.62753388,6.19639331
6330,69.48680352,79.56129712,12.62798978,6.118667112
6332,71.96298277,79.57386506,12.62844554,6.169183081
6334,71.18708221,79.586431,12.62890115,6.153543565
6336,70.6525857,79.59899497,12.62935662,6.142670455
6338,69.61208603,79.61155695,12.62981194,6.121265903
6340,70.15452329,79.62411695,12.63026713,6.132464221
6342,69.7950903,79.63667497,12.63072216,6.125053649
6344,71.71651869,79.64923101,12.63117706,6.164233553
6346,68.30170141,79.66178507,12.63163181,6.093849612
6348,70.43951386,79.67433715,12.63208641,6.138313047
6350,69.91092796,79.68688725,12.63254088,6.12744608
6352,70.12013972,79.69943538,12.6329952,6.131756966
6354,71.08471509,79.71198153,12.63344937,6.151467474
6356,70.00090501,79.72452571,12.63390341,6.129301669
6358,70.93781481,79.73706792,12.6343573,6.148482985
6360,69.13654654,79.74960815,12.63481105,6.111376636
6362,69.21254044,79.76214641,12.63526466,6.112961555
6364,70.66140645,79.7746827,12.63571812,6.14285056
6366,71.65820695,79.78721702,12.63617144,6.163060039
6368,69.0081508,79.79974937,12.63662462,6.108694869
6370,70.52958114,79.81227976,12.63707766,6.140156567
6372,70.48938489,79.82480817,12.63753055,6.139334111
6374,69.91404952,79.83733462,12.6379833,6.127510495
6376,70.61201282,79.84985911,12.63843591,6.141841737
6378,68.98477463,79.86238163,12.63888838,6.10820608
6380,70.96067367,79.87490219,12.63934071,6.148947801
6382,70.54344142,79.88742079,12.63979289,6.140440053
6384,71.95281014,79.89993742,12.64024494,6.168979128
6386,70.57557973,79.9124521,12.64069684,6.141097169
6388,70.98287418,79.92496481,12.6411486,6.149399087
6390,71.53706993,79.93747557,12.64160022,6.160619123
6392,70.82560286,79.94998437,12.64205169,6.146199072
6394,70.0534805,79.96249121,12.64250303,6.130384825
6396,70.58101889,79.97499609,12.64295422,6.141208352
6398,70.60174349,79.98749902,12.64340528,6.141631906
6400,70.03151999,80,12.64385619,6.129932496
6402,70.56597504,80.01249902,12.64430696,6.140900818
6404,70.93035178,80.02499609,12.64475759,6.148331197
6406,71.27080286,80.03749122,12.64520808,6.155239271
6408,72.9884101,80.04998438,12.64565843,6.18959549
6410,70.63944531,80.0624756,12.64610864,6.142402109
6412,69.31465311,80.07496488,12.64655871,6.115088465
6414,70.86755694,80.0874522,12.64700864,6.14705341
6416,70.05464245,80.09993758,12.64745843,6.130408755
6418,72.1422755,80.11242101,12.64790807,6.172773024
6420,70.92879949,80.1249025,12.64835758,6.148299624
6422,71.65163459,80.13738204,12.64880695,6.162927712
6424,69.03021365,80.14985964,12.64925618,6.109156044
6426,70.74400487,80.1623353,12.64970527,6.144535988
6428,72.84364892,80.17480901,12.65015421,6.186731287
6430,71.62110386,80.18728079,12.65060302,6.162312849
6432,70.54288215,80.19975062,12.65105169,6.140428616
6434,73.33736492,80.21221852,12.65150022,6.196476525
6436,71.71551553,80.22468448,12.65194861,6.164213372
6438,70.87195214,80.2371485,12.65239686,6.147142883
6440,71.62741055,80.24961059,12.65284497,6.162439882
6442,70.11663054,80.26207074,12.65329295,6.131684764
6444,72.22546387,80.27452896,12.65374078,6.174435659
6446,71.1161577,80.28698525,12.65418847,6.152105474
6448,71.68493887,80.2994396,12.65463603,6.163598133
6450,71.65474634,80.31189202,12.65508345,6.162990365
6452,71.49083602,80.32434251,12.65553072,6.159686418
6454,69.2523581,80.33679107,12.65597786,6.113791292
6456,71.84049649,80.34923771,12.65642486,6.166725416
6458,70.88115565,80.36168241,12.65687173,6.147330221
6460,72.58134199,80.37412519,12.65731845,6.181526827
6462,70.51389156,80.38656604,12.65776504,6.139835598
6464,70.32418777,80.39900497,12.65821148,6.13594908
6466,72.8267436,80.41144197,12.65865779,6.186396432
6468,71.895201,80.42387705,12.65910396,6.167823569
